id,order_id,customer_id,amount,payment_date,payment_method,status
1984,2491,2033,4533.09,"2024-10-29 19:47:52",paypal,completed
1985,2493,4863,5351.84,"2024-05-23 08:00:31",paypal,completed
1986,2494,928,2621.72,"2025-04-28 15:54:00",credit_card,pending
1987,2495,1434,2711.56,"2024-10-28 23:34:52",bank_transfer,completed
1988,2496,3223,6159.89,"2024-07-30 16:07:28",credit_card,completed
1989,2497,3187,5519.31,"2025-04-28 06:45:33",bank_transfer,completed
1990,2498,996,6458.5,"2025-03-14 20:50:31",bank_transfer,pending
1991,2500,4223,8384.05,"2024-09-11 11:00:44",credit_card,completed
1992,2501,2276,2968,"2024-07-27 06:52:58",bank_transfer,completed
1993,2504,3273,6721.96,"2024-12-28 03:14:37",bank_transfer,completed
1994,2505,243,3779.06,"2025-03-14 01:06:56",credit_card,completed
1995,2507,3935,4581.72,"2024-08-11 20:54:15",credit_card,completed
1996,2508,3613,1631.83,"2025-03-26 04:58:56",bank_transfer,pending
1997,2509,4417,3245.46,"2024-05-26 19:57:11",credit_card,completed
1998,2510,1407,678.68,"2024-06-02 11:04:54",credit_card,completed
1999,2511,2766,1609.8,"2025-04-04 10:10:24",paypal,completed
2000,2512,3128,776.7,"2025-04-05 14:17:40",credit_card,completed
2001,2513,479,6095.95,"2024-08-16 17:43:04",bank_transfer,pending
2002,2514,2344,1943.09,"2024-12-26 08:45:07",paypal,completed
2003,2515,4761,3812.77,"2025-01-01 09:38:08",bank_transfer,completed
2004,2516,2558,5408.78,"2024-08-20 22:05:11",paypal,pending
2005,2517,1812,587.88,"2025-05-02 16:10:45",bank_transfer,completed
2006,2518,3920,3247.33,"2025-03-25 07:55:18",paypal,pending
2007,2519,3545,2862.34,"2024-07-07 21:38:41",credit_card,pending
2008,2520,2312,2553.14,"2025-03-07 15:11:06",credit_card,completed
2009,2521,2221,839.36,"2025-02-06 10:21:44",paypal,pending
2010,2522,3330,2144.9,"2024-07-06 22:59:19",credit_card,completed
2011,2523,4310,6173.78,"2024-05-16 02:22:19",paypal,completed
2012,2524,4332,3927.81,"2024-07-30 22:59:02",bank_transfer,completed
2013,2525,4622,1316.1,"2025-01-14 15:41:30",paypal,completed
2014,2526,4839,9160.08,"2025-01-21 13:31:29",credit_card,completed
2015,2527,1480,2662.8,"2024-10-18 15:33:06",paypal,completed
2016,2529,3856,265.13,"2024-06-24 19:26:47",paypal,completed
2017,2530,2754,9330.69,"2024-11-19 00:53:44",credit_card,pending
2018,2531,4120,3581.89,"2024-08-13 01:20:05",paypal,completed
2019,2532,4753,3922.25,"2024-09-09 07:26:06",bank_transfer,completed
2020,2535,2494,3019,"2024-11-14 21:06:03",credit_card,completed
2021,2536,2275,3419.2,"2024-08-26 23:01:22",credit_card,completed
2022,2537,4910,5082.4,"2024-07-24 09:17:28",bank_transfer,completed
2023,2538,636,4584.16,"2024-06-13 03:22:54",bank_transfer,completed
2024,2539,2400,6353.36,"2024-12-15 12:46:15",credit_card,pending
2025,2540,578,14593,"2024-09-30 09:21:49",paypal,completed
2026,2541,159,3549.19,"2025-02-14 01:07:10",paypal,completed
2027,2542,366,183.05,"2024-08-12 19:44:36",bank_transfer,completed
2028,2543,537,2901.92,"2024-08-29 12:11:58",paypal,completed
2029,2545,4424,3996.48,"2024-07-24 05:09:42",bank_transfer,completed
2030,2546,3430,4167.08,"2025-01-19 15:20:20",paypal,pending
2031,2547,1386,9007.67,"2024-10-02 06:22:47",credit_card,completed
2032,2548,1862,3003.08,"2024-05-19 14:43:06",bank_transfer,completed
2033,2549,1502,1194.6,"2024-06-06 12:08:16",credit_card,pending
2034,2550,4780,8369.72,"2025-03-18 08:42:00",paypal,completed
2035,2552,4055,6584.09,"2024-07-02 01:32:42",paypal,completed
2036,2553,3769,5951.44,"2024-07-22 10:57:34",bank_transfer,completed
2037,2554,268,7439.22,"2025-03-30 05:14:11",credit_card,completed
2038,2555,667,6801.66,"2025-01-24 03:19:22",paypal,completed
2039,2556,1574,4075.55,"2024-12-27 05:13:06",credit_card,completed
2040,2557,4691,3161.64,"2024-05-30 04:44:44",credit_card,completed
2041,2559,3177,7627.6,"2024-09-03 07:39:01",bank_transfer,completed
2042,2560,1284,938.16,"2024-06-12 15:20:21",bank_transfer,completed
2043,2561,3197,976.14,"2024-10-06 07:56:24",bank_transfer,completed
2044,2564,1005,793,"2024-10-20 12:47:15",bank_transfer,completed
2045,2565,3951,5210.44,"2025-01-25 04:37:08",bank_transfer,completed
2046,2566,2183,5380.99,"2025-04-04 11:39:06",paypal,completed
2047,2568,2346,2398.18,"2025-03-21 14:32:05",bank_transfer,pending
2048,2569,632,1760.62,"2024-11-15 03:42:37",paypal,completed
2049,2571,1735,3756.16,"2025-05-04 06:47:39",bank_transfer,completed
2050,2572,2254,5488.6,"2024-09-02 16:55:59",paypal,completed
2051,2573,4550,2589.64,"2025-01-14 09:25:20",bank_transfer,completed
2052,2574,990,5389.7,"2025-04-19 09:14:08",paypal,completed
2053,2578,483,1748.56,"2025-03-26 04:26:24",paypal,completed
2054,2579,592,6979.78,"2024-10-24 10:33:46",bank_transfer,completed
2055,2580,461,1348.63,"2024-08-22 02:01:23",credit_card,completed
2056,2581,2282,6066.7,"2024-10-11 02:50:43",credit_card,completed
2057,2582,2304,7444.24,"2024-07-24 06:38:40",bank_transfer,completed
2058,2583,4047,4937.69,"2024-06-21 06:07:58",credit_card,completed
2059,2584,2565,3713.87,"2025-03-07 11:18:56",bank_transfer,completed
2060,2585,1097,2600.16,"2025-03-09 22:52:10",bank_transfer,pending
2061,2586,3034,8538.42,"2025-02-04 08:31:18",paypal,completed
2062,2588,2120,685.02,"2024-12-17 16:34:30",paypal,completed
2063,2589,147,6589.31,"2024-06-19 20:29:15",credit_card,completed
2064,2590,1735,6301.98,"2024-11-24 20:54:21",paypal,completed
2065,2591,2473,9557.13,"2024-12-07 06:56:55",credit_card,completed
2066,2592,942,5541.07,"2024-07-06 03:11:29",paypal,pending
2067,2593,4725,1984.04,"2024-11-30 02:11:37",bank_transfer,pending
2068,2595,1222,6529.43,"2024-10-25 15:44:59",credit_card,completed
2069,2596,870,5171.29,"2025-05-01 22:08:05",credit_card,completed
2070,2597,3674,2718,"2024-11-26 15:22:14",bank_transfer,completed
2071,2599,4863,5913.73,"2025-04-03 06:16:50",paypal,completed
2072,2600,3561,3235.95,"2024-12-20 08:50:23",credit_card,pending
2073,2601,3872,881.23,"2024-10-13 08:06:38",bank_transfer,completed
2074,2602,3690,2543.44,"2024-08-08 14:00:14",paypal,completed
2075,2603,2815,1097.62,"2025-03-13 12:09:33",paypal,completed
2076,2604,4087,2602.19,"2024-07-25 19:11:16",credit_card,completed
2077,2605,1356,199.96,"2024-11-20 20:16:12",paypal,completed
2078,2606,2930,1376.38,"2025-03-19 13:00:00",credit_card,completed
2079,2607,4054,4338.42,"2024-08-15 17:03:39",bank_transfer,completed
2080,2608,1713,11784.5,"2024-07-09 12:43:51",paypal,completed
2081,2609,2479,1428.93,"2024-09-19 08:37:07",bank_transfer,completed
2082,2610,243,7646.45,"2024-08-12 18:11:05",paypal,completed
2083,2611,986,10008.6,"2024-05-31 21:54:46",bank_transfer,completed
2084,2612,4188,4947.46,"2025-03-15 13:15:55",bank_transfer,completed
2085,2613,1627,2330.76,"2024-12-08 19:25:38",paypal,completed
2086,2614,2382,1701.54,"2024-07-29 19:16:34",paypal,completed
2087,2618,843,6170.89,"2024-07-14 02:50:58",bank_transfer,pending
2088,2620,794,5309.16,"2025-01-10 21:59:39",credit_card,completed
2089,2621,3112,6791.59,"2025-04-24 19:54:26",bank_transfer,completed
2090,2622,3209,2045.27,"2024-12-19 18:44:20",credit_card,completed
2091,2623,3916,11857.7,"2025-03-01 18:58:03",paypal,pending
2092,2624,3644,1042.1,"2024-07-17 09:11:22",paypal,completed
2093,2626,2266,6619.33,"2024-08-19 13:06:00",bank_transfer,completed
2094,2627,219,6156.88,"2024-12-27 18:26:59",credit_card,pending
2095,2628,3388,6672.89,"2024-12-26 07:59:34",paypal,completed
2096,2630,4339,335.38,"2024-12-07 09:31:18",bank_transfer,completed
2097,2631,2433,4199.64,"2025-01-11 08:26:38",paypal,completed
2098,2632,491,5325.33,"2024-09-12 13:07:00",paypal,completed
2099,2633,4213,3844.2,"2025-04-15 16:23:11",paypal,completed
2100,2634,2808,3434.39,"2025-04-20 23:57:13",paypal,completed
2101,2635,3779,5225.2,"2025-03-03 13:23:04",paypal,completed
2102,2636,898,1338.7,"2024-06-25 01:31:21",credit_card,completed
2103,2637,4427,5195.68,"2024-08-28 02:24:12",paypal,completed
2104,2638,2681,3478.08,"2024-11-28 02:34:45",bank_transfer,pending
2105,2639,81,4575.7,"2025-03-25 05:45:01",bank_transfer,completed
2106,2640,3587,4927.72,"2025-04-29 12:52:24",paypal,pending
2107,2641,2909,6009.18,"2024-05-07 20:08:59",paypal,pending
2108,2643,181,1849.02,"2024-07-29 04:32:05",bank_transfer,pending
2109,2645,3504,6541.46,"2024-09-03 13:34:58",paypal,pending
2110,2646,2368,7661.52,"2024-06-15 23:45:21",paypal,completed
2111,2647,2488,634.95,"2024-11-22 01:00:57",paypal,completed
2112,2648,4613,11824.1,"2024-09-16 03:51:06",paypal,pending
2113,2649,2447,11233.2,"2024-12-27 12:20:26",bank_transfer,completed
2114,2650,2666,4348.61,"2024-06-27 10:58:09",bank_transfer,completed
2115,2651,1470,7605.42,"2024-07-21 09:11:54",paypal,completed
2116,2652,224,723.13,"2024-06-06 19:23:11",paypal,completed
2117,2653,1227,7905.98,"2024-07-03 10:41:53",paypal,completed
2118,2654,3743,2273.73,"2024-09-20 00:49:23",paypal,completed
2119,2655,696,13025.7,"2024-11-10 13:21:19",bank_transfer,pending
2120,2656,4073,3231.87,"2025-01-08 23:45:15",bank_transfer,completed
2121,2657,1384,3108.97,"2025-04-07 02:58:14",bank_transfer,pending
2122,2658,543,3990.01,"2024-10-31 23:25:42",paypal,pending
2123,2659,4489,1856.58,"2025-04-05 08:04:40",credit_card,completed
2124,2660,4873,4776.13,"2024-07-12 08:36:41",paypal,completed
2125,2661,4614,2361.82,"2024-09-12 00:27:03",credit_card,completed
2126,2663,3436,9265.47,"2024-07-09 00:07:30",paypal,completed
2127,2664,546,5037.53,"2024-06-28 10:46:16",credit_card,completed
2128,2665,3906,899.66,"2024-06-26 03:18:04",paypal,completed
2129,2666,374,5643.4,"2024-12-14 04:05:33",paypal,completed
2130,2667,3259,1409.11,"2024-07-23 03:59:06",paypal,completed
2131,2668,1197,8640.62,"2025-04-07 01:24:17",credit_card,completed
2132,2670,2354,4391.09,"2025-04-26 20:29:13",credit_card,completed
2133,2671,750,6538.41,"2024-07-15 11:43:34",paypal,pending
2134,2672,367,5134.5,"2025-04-03 15:17:56",paypal,completed
2135,2673,3761,5298.04,"2025-02-01 03:05:12",credit_card,pending
2136,2674,900,8405.27,"2024-09-07 20:20:26",bank_transfer,completed
2137,2676,4693,415.6,"2024-12-14 17:28:19",paypal,completed
2138,2677,2412,3909.04,"2024-06-04 10:26:14",credit_card,completed
2139,2678,732,1359.4,"2024-07-28 11:02:02",credit_card,completed
2140,2680,3997,3854.35,"2024-08-22 07:33:17",bank_transfer,completed
2141,2682,2241,5132.88,"2025-01-13 07:45:22",paypal,completed
2142,2683,442,4351.22,"2024-12-01 01:54:53",paypal,completed
2143,2685,4485,4896.61,"2024-06-28 06:56:16",bank_transfer,completed
2144,2686,674,3162.88,"2024-08-01 08:58:26",credit_card,pending
2145,2689,4306,8960.47,"2024-05-28 15:09:56",credit_card,completed
2146,2691,2495,6104.23,"2024-07-07 18:39:53",credit_card,completed
2147,2692,960,7439.42,"2024-10-23 20:53:13",bank_transfer,completed
2148,2693,497,3056.3,"2024-07-15 06:01:45",paypal,completed
2149,2696,2758,4594.98,"2024-07-25 19:07:24",credit_card,completed
2150,2698,3804,9202.5,"2024-12-25 20:40:04",bank_transfer,completed
2151,2699,2792,5234.49,"2025-03-16 08:26:17",paypal,completed
2152,2700,308,6616.31,"2024-07-25 12:55:26",paypal,pending
2153,2701,1399,7546.82,"2024-05-23 17:43:11",bank_transfer,completed
2154,2702,3248,10610.1,"2024-08-27 06:01:02",paypal,completed
2155,2703,953,3877.24,"2024-12-28 17:42:57",bank_transfer,pending
2156,2704,1755,641.91,"2025-03-21 05:16:27",bank_transfer,pending
2157,2705,714,11087.5,"2025-02-12 11:41:25",paypal,completed
2158,2706,3189,187.8,"2024-09-28 04:26:32",bank_transfer,completed
2159,2707,3632,4920.32,"2024-08-17 14:09:38",paypal,completed
2160,2708,2685,6178.06,"2025-04-08 23:27:31",credit_card,pending
2161,2709,4478,335.7,"2024-05-20 03:16:48",credit_card,completed
2162,2710,749,745.42,"2024-10-18 21:02:02",bank_transfer,completed
2163,2711,952,3355.26,"2024-05-08 06:11:15",credit_card,completed
2164,2712,3102,592.21,"2024-08-28 13:23:33",bank_transfer,completed
2165,2714,2507,10615.8,"2025-03-12 11:01:50",paypal,completed
2166,2716,4623,3990.48,"2025-01-21 23:55:01",credit_card,completed
2167,2717,2013,4752.01,"2024-05-14 04:02:08",credit_card,completed
2168,2718,2824,279.2,"2024-07-31 02:05:07",paypal,pending
2169,2719,511,1662.15,"2025-03-23 07:40:34",credit_card,completed
2170,2720,3265,9417.75,"2025-01-09 22:47:20",credit_card,completed
2171,2721,3941,2430.4,"2024-10-01 02:40:27",bank_transfer,completed
2172,2722,3409,1902.52,"2025-02-21 02:05:01",bank_transfer,completed
2173,2723,4878,6276.72,"2024-09-07 06:02:11",paypal,pending
2174,2724,2971,10571.4,"2025-03-09 15:44:01",paypal,completed
2175,2725,456,7145.23,"2024-07-31 17:56:25",bank_transfer,completed
2176,2727,2880,3902.51,"2024-07-30 21:44:56",bank_transfer,pending
2177,2728,2343,6839.5,"2024-07-05 09:34:08",bank_transfer,completed
2178,2729,4304,4990.54,"2025-04-21 02:33:27",credit_card,completed
2179,2731,4102,1199.5,"2025-02-25 02:30:21",bank_transfer,completed
2180,2733,1056,3209.55,"2024-11-13 21:22:29",bank_transfer,pending
2181,2734,1373,5614.75,"2024-12-04 04:28:32",paypal,completed
2182,2735,4206,5658.01,"2024-10-17 10:10:04",paypal,completed
2183,2736,3582,2230.08,"2025-04-19 11:40:03",credit_card,completed
2184,2737,4138,1040.19,"2024-08-31 05:36:46",paypal,completed
2185,2738,3264,4496.21,"2024-10-07 19:17:32",bank_transfer,completed
2186,2740,3811,6617,"2025-02-21 22:54:00",credit_card,pending
2187,2741,3889,2150.04,"2024-08-04 03:28:57",credit_card,completed
2188,2743,13,4010.06,"2025-02-08 17:16:31",credit_card,completed
2189,2744,1887,3108.2,"2024-05-05 05:51:32",paypal,completed
2190,2745,4762,4957.3,"2024-05-29 21:38:45",paypal,pending
2191,2747,4302,6837.36,"2025-04-26 12:09:51",credit_card,pending
2192,2748,4151,1364.42,"2024-06-03 06:52:25",paypal,completed
2193,2749,3049,836,"2024-09-02 06:55:55",paypal,completed
2194,2751,4503,412,"2025-04-04 18:36:39",credit_card,completed
2195,2753,1931,7938.9,"2024-07-05 19:20:18",credit_card,completed
2196,2754,4884,6537.57,"2025-02-28 18:54:03",bank_transfer,completed
2197,2755,1425,6162.27,"2024-11-24 14:42:30",paypal,completed
2198,2756,1979,9669.04,"2024-11-16 02:09:22",bank_transfer,pending
2199,2757,2951,9150.79,"2024-07-21 23:32:30",bank_transfer,pending
2200,2758,1773,4121.85,"2024-11-08 19:18:17",bank_transfer,pending
2201,2759,4370,2926.1,"2024-08-08 11:01:40",bank_transfer,completed
2202,2760,2383,3571.52,"2024-07-18 19:34:42",bank_transfer,completed
2203,2761,3855,6406.06,"2024-08-23 12:20:18",bank_transfer,completed
2204,2762,4331,705.36,"2024-10-14 01:26:11",paypal,completed
2205,2763,3246,2769.63,"2025-03-04 00:21:09",bank_transfer,completed
2206,2765,3941,1003.63,"2024-06-01 21:13:15",credit_card,completed
2207,2766,3675,483.11,"2025-02-27 01:06:56",credit_card,pending
2208,2767,3717,5700.56,"2025-04-28 23:48:28",paypal,completed
2209,2768,781,3071.69,"2024-12-14 02:28:04",bank_transfer,completed
2210,2769,1642,800.2,"2024-08-25 08:19:31",credit_card,completed
2211,2770,689,5401.3,"2024-05-19 23:57:24",paypal,completed
2212,2771,397,2006.59,"2025-04-26 07:02:12",credit_card,completed
2213,2772,184,4444.92,"2024-07-01 23:28:51",paypal,pending
2214,2775,4541,6083.18,"2024-09-11 11:02:53",paypal,completed
2215,2776,1268,1663.38,"2024-05-25 02:11:55",bank_transfer,pending
2216,2777,3984,1836.42,"2025-01-05 14:35:29",paypal,pending
2217,2778,3938,1008.68,"2024-12-03 02:31:17",bank_transfer,completed
2218,2780,808,10156.2,"2024-11-27 10:00:09",credit_card,pending
2219,2781,1099,1657,"2024-11-29 23:39:27",paypal,pending
2220,2782,4274,6164.24,"2024-05-25 17:27:33",bank_transfer,completed
2221,2783,4083,1440.86,"2024-12-28 13:06:07",credit_card,pending
2222,2784,2737,3539.47,"2024-06-20 16:56:20",credit_card,completed
2223,2785,758,1087.47,"2024-11-09 02:25:36",bank_transfer,pending
2224,2786,2642,4206.18,"2024-10-20 16:55:57",paypal,completed
2225,2787,2787,7088.58,"2024-08-05 13:19:20",credit_card,completed
2226,2788,3763,469.59,"2024-05-20 20:17:28",credit_card,completed
2227,2791,1485,5477.8,"2025-02-01 07:33:07",paypal,completed
2228,2792,4171,5526.64,"2024-10-01 14:08:31",bank_transfer,completed
2229,2793,2227,3873.75,"2024-10-27 15:27:44",bank_transfer,completed
2230,2794,3835,1486.65,"2024-09-28 09:12:58",credit_card,completed
2231,2795,2707,4732.05,"2024-10-18 05:23:45",bank_transfer,completed
2232,2798,4354,7638.47,"2024-08-23 11:48:39",credit_card,completed
2233,2799,94,5435.26,"2024-07-21 05:20:38",credit_card,completed
2234,2800,519,2260.19,"2025-02-05 13:03:34",credit_card,pending
2235,2801,2862,7482.09,"2024-06-22 22:39:32",credit_card,completed
2236,2802,1825,9232.28,"2024-05-05 20:53:16",bank_transfer,pending
2237,2803,1853,11087.3,"2025-03-19 20:23:26",credit_card,completed
2238,2804,13,4606.32,"2024-07-15 09:06:54",bank_transfer,pending
2239,2805,2529,6348.46,"2025-03-19 05:39:23",bank_transfer,completed
2240,2806,1535,4774.55,"2025-04-26 07:54:45",paypal,completed
2241,2807,4390,3822.88,"2024-12-16 16:18:30",bank_transfer,completed
2242,2808,3400,4036.11,"2025-01-12 07:01:59",credit_card,completed
2243,2809,3909,2970.84,"2024-06-23 18:36:48",credit_card,completed
2244,2810,1590,7203.89,"2025-01-20 04:51:14",bank_transfer,completed
2245,2811,3469,1730.2,"2024-06-28 19:58:26",bank_transfer,completed
2246,2813,3757,1988.07,"2024-12-09 02:52:17",bank_transfer,completed
2247,2814,2517,221.36,"2025-04-18 13:14:28",bank_transfer,completed
2248,2815,1909,119.69,"2024-09-17 19:28:10",bank_transfer,completed
2249,2818,3774,11268,"2025-03-14 01:01:18",credit_card,completed
2250,2819,1963,1520.81,"2024-12-02 14:08:43",bank_transfer,completed
2251,2820,3169,852.29,"2024-09-23 06:16:10",credit_card,completed
2252,2822,2907,7120.17,"2025-03-12 12:53:23",paypal,completed
2253,2823,4944,5138.37,"2024-05-25 14:15:57",credit_card,pending
2254,2824,2465,2033.86,"2024-09-22 18:15:03",bank_transfer,completed
2255,2825,2826,4330.2,"2025-03-04 05:20:15",bank_transfer,pending
2256,2826,414,1799.34,"2024-06-22 18:36:48",paypal,completed
2257,2827,1700,5008.08,"2024-12-05 11:32:22",credit_card,completed
2258,2829,3887,1723.24,"2024-06-23 18:53:36",paypal,completed
2259,2830,369,11985.6,"2024-09-13 17:41:39",paypal,completed
2260,2831,83,4399.1,"2024-11-17 19:27:34",paypal,pending
2261,2832,2044,2132.49,"2025-02-05 08:20:39",paypal,completed
2262,2834,1071,4136.32,"2025-04-19 06:32:54",credit_card,completed
2263,2835,3751,501.99,"2025-03-10 22:19:52",bank_transfer,completed
2264,2837,1136,9000.37,"2025-01-22 07:03:08",paypal,pending
2265,2838,2545,3443.1,"2024-07-08 11:12:06",paypal,pending
2266,2839,494,598.45,"2025-02-10 00:51:07",credit_card,completed
2267,2840,4982,1033.14,"2024-08-17 17:05:03",credit_card,completed
2268,2841,2016,3238.5,"2024-12-06 16:20:02",paypal,completed
2269,2842,4730,3374.74,"2024-07-05 16:50:19",credit_card,completed
2270,2843,3165,7707.4,"2024-08-15 23:27:43",bank_transfer,completed
2271,2844,1966,3098.12,"2024-09-23 10:58:41",bank_transfer,completed
2272,2846,4243,4678.87,"2024-12-27 14:56:58",bank_transfer,completed
2273,2847,504,7972.49,"2024-12-20 13:43:23",paypal,pending
2274,2849,2675,3099.47,"2024-10-25 01:34:10",credit_card,completed
2275,2850,95,2978.37,"2024-06-27 08:29:56",bank_transfer,completed
2276,2851,4219,11231.9,"2024-06-12 16:01:16",credit_card,completed
2277,2853,4889,5267.7,"2025-02-12 14:01:31",credit_card,completed
2278,2854,3965,6158.88,"2024-08-21 10:39:00",bank_transfer,completed
2279,2855,3620,1072.66,"2024-05-23 20:00:04",paypal,completed
2280,2856,2920,3239.11,"2025-01-23 18:08:53",credit_card,completed
2281,2857,2621,2312,"2024-07-19 15:11:58",paypal,completed
2282,2860,583,520.75,"2025-05-02 02:24:19",bank_transfer,completed
2283,2861,2307,290.78,"2024-05-29 13:06:11",credit_card,completed
2284,2862,457,1343.64,"2024-06-02 09:34:46",paypal,completed
2285,2863,4508,7522.2,"2024-08-15 17:09:56",bank_transfer,completed
2286,2864,561,2704.95,"2024-11-11 02:15:17",credit_card,completed
2287,2865,4870,7761.12,"2024-06-19 13:51:44",credit_card,completed
2288,2866,1814,119.73,"2025-03-01 23:29:34",paypal,pending
2289,2867,2829,5072.42,"2024-06-30 20:33:42",bank_transfer,completed
2290,2868,3881,2566.1,"2024-08-15 20:46:43",paypal,pending
2291,2869,247,5017.66,"2024-09-01 15:26:09",bank_transfer,completed
2292,2870,4371,1961.17,"2025-04-07 13:01:15",credit_card,completed
2293,2871,2632,11651.4,"2025-04-01 13:35:12",bank_transfer,completed
2294,2872,109,6289.51,"2025-04-01 00:56:37",bank_transfer,completed
2295,2873,4502,7015.81,"2024-06-15 08:45:41",bank_transfer,completed
2296,2874,56,2965.51,"2024-05-13 03:16:30",paypal,pending
2297,2875,4637,3337.92,"2024-06-30 18:21:49",paypal,completed
2298,2876,3162,5099.48,"2025-02-09 09:39:29",bank_transfer,completed
2299,2877,1308,15944.2,"2024-11-19 08:40:39",bank_transfer,completed
2300,2878,1677,2950.89,"2024-10-22 11:22:56",bank_transfer,completed
2301,2879,2587,4739.16,"2024-07-16 19:20:42",credit_card,pending
2302,2880,4261,1439.79,"2025-01-15 22:17:17",bank_transfer,completed
2303,2881,2707,11593.9,"2025-04-08 18:57:14",paypal,pending
2304,2882,4402,3434.32,"2025-04-21 17:35:41",paypal,completed
2305,2883,2140,5802.59,"2024-12-13 16:36:36",credit_card,pending
2306,2885,2673,5795.45,"2024-09-20 05:21:36",paypal,completed
2307,2887,3540,3342.45,"2025-03-09 02:10:38",paypal,completed
2308,2888,4657,6111.22,"2024-12-05 15:37:08",paypal,completed
2309,2889,400,2336.59,"2025-01-29 07:35:49",paypal,completed
2310,2890,1642,2520.3,"2025-02-08 07:18:35",paypal,completed
2311,2891,775,10457.3,"2024-06-01 16:26:47",bank_transfer,pending
2312,2893,2147,6435.19,"2024-11-06 23:49:01",paypal,completed
2313,2894,1876,2035.3,"2025-04-28 10:32:13",bank_transfer,completed
2314,2895,2496,2494.47,"2025-03-02 18:59:35",credit_card,completed
2315,2897,13,8058.86,"2025-04-21 11:50:53",credit_card,completed
2316,2898,3495,6975.78,"2024-06-11 14:25:25",paypal,completed
2317,2899,3855,5694.51,"2025-03-08 08:30:24",paypal,pending
2318,2900,2052,1330.4,"2024-07-12 22:16:40",credit_card,completed
2319,2901,203,7960.76,"2024-10-04 10:58:30",credit_card,completed
2320,2902,4439,3616.82,"2025-01-01 07:06:17",credit_card,completed
2321,2903,2374,517.59,"2024-11-06 00:35:14",credit_card,completed
2322,2904,3349,2937.44,"2024-06-18 01:52:15",bank_transfer,completed
2323,2905,1903,3845.31,"2025-02-15 19:42:44",paypal,completed
2324,2906,3609,6646.95,"2024-07-06 16:03:11",bank_transfer,completed
2325,2907,2975,96.39,"2024-08-10 21:16:53",bank_transfer,completed
2326,2908,1618,814.32,"2024-07-30 19:03:31",bank_transfer,pending
2327,2909,712,12896.8,"2024-05-29 06:01:09",bank_transfer,completed
2328,2910,1419,3569.9,"2024-09-13 15:56:04",bank_transfer,completed
2329,2912,2496,936.98,"2025-03-29 00:15:15",credit_card,completed
2330,2913,3431,1434.84,"2024-06-26 02:02:12",bank_transfer,completed
2331,2914,2823,2181.4,"2024-07-12 03:42:11",bank_transfer,completed
2332,2915,4139,7922.54,"2024-09-07 07:46:26",credit_card,completed
2333,2916,2163,4024.25,"2024-09-14 19:39:30",paypal,completed
2334,2917,580,5933.33,"2024-05-16 20:59:35",paypal,completed
2335,2920,4521,1585.22,"2024-11-18 04:59:22",bank_transfer,completed
2336,2922,3319,1593.39,"2024-07-20 02:18:15",bank_transfer,completed
2337,2923,3141,2611.9,"2024-10-08 03:26:50",paypal,completed
2338,2925,3675,420.77,"2025-02-10 13:05:07",paypal,pending
2339,2927,2146,8872.4,"2025-04-09 13:21:23",credit_card,pending
2340,2929,383,3527.89,"2025-01-14 05:42:41",paypal,pending
2341,2930,642,3441.94,"2024-06-15 02:03:58",bank_transfer,completed
2342,2931,861,4935.89,"2024-07-08 14:21:48",bank_transfer,completed
2343,2932,3421,4038.91,"2024-09-26 12:33:48",bank_transfer,completed
2344,2933,2201,8534.24,"2024-05-06 09:05:49",credit_card,completed
2345,2935,4542,7389.03,"2025-02-14 11:54:46",credit_card,pending
2346,2936,2214,1173.74,"2024-11-18 20:30:03",credit_card,pending
2347,2937,3670,9514.21,"2025-02-15 18:21:31",credit_card,pending
2348,2939,2363,5316.45,"2024-06-09 13:16:29",bank_transfer,completed
2349,2940,4077,879.86,"2025-01-19 08:27:02",paypal,pending
2350,2941,4687,3127.29,"2024-10-28 09:50:08",credit_card,completed
2351,2942,2196,6908.21,"2024-06-21 22:14:05",paypal,completed
2352,2943,4508,7633.95,"2025-05-02 17:22:28",paypal,completed
2353,2944,4148,3280.84,"2024-12-24 06:52:25",bank_transfer,pending
2354,2946,3763,2832.39,"2024-07-31 16:16:30",bank_transfer,completed
2355,2947,506,5572.34,"2025-03-29 02:33:46",credit_card,completed
2356,2948,4532,3871.4,"2024-10-06 03:23:18",credit_card,completed
2357,2950,902,162,"2025-01-05 08:37:29",bank_transfer,completed
2358,2951,3687,5557.43,"2024-08-10 22:11:34",bank_transfer,pending
2359,2952,4702,9135.04,"2024-06-04 06:30:35",credit_card,completed
2360,2953,812,5423.27,"2025-04-23 05:46:43",paypal,completed
2361,2954,3824,11454.9,"2025-01-12 06:27:18",bank_transfer,completed
2362,2955,1202,4259.05,"2025-04-21 12:26:22",bank_transfer,completed
2363,2956,4081,2091.66,"2025-04-17 15:09:17",paypal,completed
2364,2957,3716,2312.72,"2024-12-01 12:23:16",bank_transfer,pending
2365,2958,752,8897,"2024-06-22 13:06:53",credit_card,completed
2366,2959,250,3873,"2025-03-04 01:24:12",paypal,completed
2367,2960,792,4568.16,"2025-04-08 11:30:25",credit_card,pending
2368,2961,898,1156.71,"2024-07-01 07:04:43",credit_card,pending
2369,2962,4630,2234.61,"2025-04-05 04:44:54",bank_transfer,pending
2370,2963,3571,1560.6,"2025-03-11 09:55:59",paypal,completed
2371,2964,2626,141.74,"2024-05-06 04:30:37",bank_transfer,pending
