id,customer_id,product_id,added_date
2161,1243,871,"2025-01-27 17:33:35"
2162,1243,110,"2025-02-24 08:23:27"
2163,1243,504,"2024-10-17 01:24:25"
2164,1244,88,"2025-03-18 19:18:46"
2165,1244,547,"2025-04-30 18:08:16"
2166,1244,316,"2024-07-04 10:17:56"
2167,1244,388,"2024-09-20 03:07:36"
2168,1244,534,"2024-12-11 13:15:50"
2169,1244,843,"2024-09-11 12:17:16"
2170,1244,153,"2024-08-15 02:45:56"
2171,1244,296,"2025-04-09 18:56:46"
2172,1257,574,"2024-10-28 07:18:40"
2173,1257,978,"2025-04-08 02:16:15"
2174,1257,576,"2024-09-16 10:13:50"
2175,1257,626,"2024-05-30 03:41:10"
2176,1257,989,"2024-10-26 09:24:20"
2177,1257,702,"2024-07-24 21:27:10"
2178,1257,89,"2024-06-27 07:36:03"
2179,1258,766,"2024-10-27 12:38:08"
2180,1258,262,"2024-12-23 18:03:03"
2181,1258,436,"2024-07-21 11:40:15"
2182,1258,787,"2024-10-28 22:44:37"
2183,1258,160,"2025-02-12 23:48:21"
2184,1258,630,"2024-07-13 23:04:06"
2185,1258,566,"2024-12-11 17:57:08"
2186,1260,753,"2025-01-29 05:18:02"
2187,1260,276,"2025-01-14 11:27:44"
2188,1264,112,"2024-05-05 16:41:34"
2189,1264,680,"2024-08-28 02:47:22"
2190,1264,535,"2024-09-13 03:28:00"
2191,1264,310,"2024-07-25 04:48:52"
2192,1264,173,"2024-12-26 03:57:59"
2193,1268,195,"2025-03-27 03:08:11"
2194,1268,523,"2025-04-05 11:50:06"
2195,1268,907,"2024-11-28 11:22:59"
2196,1268,774,"2024-12-22 10:19:45"
2197,1268,647,"2024-06-01 21:08:30"
2198,1268,545,"2024-10-02 16:29:58"
2199,1268,300,"2024-09-21 02:58:18"
2200,1270,136,"2024-09-26 07:24:18"
2201,1270,384,"2024-11-08 16:20:42"
2202,1270,444,"2024-11-12 12:49:10"
2203,1273,726,"2025-03-26 03:37:54"
2204,1273,457,"2024-06-29 15:30:46"
2205,1273,353,"2025-03-14 14:24:48"
2206,1273,101,"2025-04-13 04:46:53"
2207,1273,650,"2025-02-25 16:57:00"
2208,1273,444,"2024-05-07 12:56:20"
2209,1273,668,"2024-11-22 08:25:31"
2210,1273,578,"2025-02-27 00:23:24"
2211,1273,846,"2024-12-24 18:08:00"
2212,1276,849,"2024-10-01 09:40:10"
2213,1276,402,"2024-08-25 04:09:11"
2214,1276,696,"2024-12-12 10:48:53"
2215,1276,920,"2024-09-11 12:32:29"
2216,1276,633,"2025-01-05 04:01:40"
2217,1276,250,"2024-08-23 03:38:45"
2218,1276,972,"2024-11-09 16:32:00"
2219,1276,764,"2025-04-19 02:53:12"
2220,1276,838,"2025-02-09 03:16:46"
2221,1277,139,"2024-10-30 15:29:26"
2222,1277,601,"2024-10-15 19:34:48"
2223,1278,397,"2024-11-14 23:39:34"
2224,1278,527,"2025-01-27 19:40:45"
2225,1278,384,"2025-02-10 05:29:40"
2226,1284,104,"2024-11-05 13:05:02"
2227,1284,958,"2024-10-17 06:16:34"
2228,1286,312,"2025-02-15 20:38:50"
2229,1286,524,"2025-01-20 12:31:23"
2230,1286,298,"2024-11-18 11:38:38"
2231,1286,573,"2024-10-03 20:12:38"
2232,1301,10,"2025-04-17 05:02:29"
2233,1301,649,"2024-08-22 02:29:42"
2234,1301,190,"2024-12-19 11:26:46"
2235,1303,491,"2025-02-27 10:08:11"
2236,1303,394,"2025-03-31 08:15:55"
2237,1303,961,"2024-05-14 16:16:25"
2238,1303,774,"2024-08-11 14:45:26"
2239,1303,263,"2024-08-05 15:34:31"
2240,1303,190,"2024-05-24 23:58:39"
2241,1303,34,"2025-02-12 10:19:17"
2242,1306,635,"2025-04-24 10:27:32"
2243,1306,635,"2025-02-06 12:02:04"
2244,1306,51,"2024-11-30 06:19:53"
2245,1306,809,"2024-08-08 20:35:17"
2246,1306,394,"2024-10-24 11:39:37"
2247,1309,346,"2024-06-01 06:25:39"
2248,1309,589,"2025-02-10 22:53:18"
2249,1309,86,"2024-10-26 17:32:42"
2250,1309,832,"2024-05-18 07:43:04"
2251,1309,56,"2024-12-18 20:34:05"
2252,1309,63,"2025-05-02 00:44:16"
2253,1309,886,"2025-01-08 13:32:31"
2254,1309,558,"2024-09-18 06:00:18"
2255,1309,685,"2024-08-12 13:02:13"
2256,1309,816,"2024-06-21 07:33:30"
2257,1311,131,"2025-03-02 18:43:16"
2258,1311,415,"2024-07-04 12:57:34"
2259,1311,670,"2024-08-07 12:56:48"
2260,1311,102,"2025-04-03 13:56:17"
2261,1311,66,"2025-03-09 05:25:46"
2262,1311,407,"2024-07-23 14:16:26"
2263,1311,563,"2024-05-27 17:18:23"
2264,1311,606,"2024-06-21 06:26:33"
2265,1312,485,"2024-12-28 23:15:40"
2266,1312,618,"2025-02-04 04:51:42"
2267,1317,781,"2024-05-07 20:17:09"
2268,1317,924,"2024-08-13 10:30:01"
2269,1317,468,"2025-03-03 20:19:52"
2270,1317,252,"2024-09-23 19:22:17"
2271,1317,772,"2025-04-29 04:09:51"
2272,1317,273,"2024-08-06 00:10:03"
2273,1317,978,"2024-07-09 06:53:42"
2274,1317,962,"2024-06-16 09:44:48"
2275,1318,59,"2025-01-17 23:22:08"
2276,1318,594,"2025-04-30 04:47:19"
2277,1318,544,"2025-01-06 11:44:26"
2278,1318,671,"2024-12-02 07:45:40"
2279,1318,806,"2024-06-09 11:41:59"
2280,1318,323,"2025-01-18 21:33:26"
2281,1318,574,"2024-11-29 11:04:36"
2282,1318,544,"2025-01-25 07:12:08"
2283,1318,34,"2025-03-03 14:29:24"
2284,1318,803,"2024-12-26 16:47:04"
2285,1323,466,"2024-06-07 05:25:47"
2286,1323,466,"2025-01-16 20:10:51"
2287,1324,646,"2025-03-18 10:01:39"
2288,1324,648,"2024-05-22 00:14:02"
2289,1324,121,"2025-04-09 22:21:16"
2290,1324,894,"2024-07-24 19:35:51"
2291,1324,577,"2024-07-24 10:50:06"
2292,1324,166,"2024-08-28 02:56:51"
2293,1324,202,"2024-09-20 23:14:18"
2294,1324,334,"2025-03-05 21:01:32"
2295,1327,83,"2024-08-18 13:29:34"
2296,1327,295,"2025-01-27 18:46:12"
2297,1327,270,"2024-10-11 20:43:53"
2298,1327,645,"2024-12-15 04:15:11"
2299,1327,472,"2024-08-15 20:14:22"
2300,1327,366,"2025-04-15 11:23:48"
2301,1327,682,"2025-02-05 19:15:46"
2302,1327,217,"2025-03-24 17:11:40"
2303,1327,302,"2025-02-28 00:34:15"
2304,1327,774,"2024-10-24 20:47:46"
2305,1328,551,"2024-05-26 09:23:47"
2306,1328,325,"2024-12-03 15:40:05"
2307,1328,163,"2025-02-25 14:40:56"
2308,1328,615,"2025-02-25 12:27:50"
2309,1328,371,"2025-01-02 13:35:32"
2310,1328,706,"2025-04-08 07:19:36"
2311,1328,846,"2024-05-13 22:56:16"
2312,1328,219,"2024-12-05 13:06:17"
2313,1328,222,"2025-03-02 14:25:59"
2314,1328,62,"2024-11-15 17:37:15"
2315,1331,283,"2024-05-14 11:50:53"
2316,1331,925,"2024-08-26 22:09:35"
2317,1331,770,"2025-03-24 19:01:34"
2318,1331,894,"2025-02-18 13:14:18"
2319,1338,919,"2024-05-13 14:38:40"
2320,1338,583,"2025-04-30 17:29:51"
2321,1338,590,"2025-01-15 00:14:54"
2322,1338,601,"2025-04-01 01:41:05"
2323,1338,246,"2024-06-27 02:25:33"
2324,1338,476,"2025-02-09 14:19:17"
2325,1338,418,"2024-11-09 20:01:37"
2326,1338,498,"2024-12-15 17:15:33"
2327,1341,8,"2024-05-21 13:29:25"
2328,1341,578,"2025-02-09 08:42:31"
2329,1341,911,"2025-04-18 04:11:27"
2330,1341,550,"2024-09-15 16:45:15"
2331,1341,495,"2025-02-03 03:31:24"
2332,1346,905,"2025-01-03 23:22:58"
2333,1346,115,"2025-02-24 15:26:34"
2334,1346,272,"2024-07-05 18:38:41"
2335,1346,791,"2024-10-23 12:52:19"
2336,1346,350,"2024-12-06 11:14:02"
2337,1346,893,"2025-03-21 08:54:51"
2338,1346,778,"2024-05-28 14:41:28"
2339,1346,621,"2024-08-09 16:26:23"
2340,1346,548,"2024-08-21 06:47:27"
2341,1346,40,"2024-10-09 15:34:29"
2342,1348,913,"2025-01-26 08:15:42"
2343,1348,687,"2024-08-17 10:17:56"
2344,1348,898,"2024-09-10 08:56:36"
2345,1348,603,"2025-04-11 08:40:37"
2346,1348,18,"2024-09-10 23:47:24"
2347,1348,41,"2024-11-26 16:13:56"
2348,1348,87,"2024-09-01 15:23:19"
2349,1348,598,"2024-08-13 11:28:11"
2350,1351,712,"2025-04-24 05:15:06"
2351,1351,492,"2025-02-23 18:38:05"
2352,1351,303,"2024-09-28 22:14:10"
2353,1351,536,"2024-07-02 16:19:21"
2354,1351,241,"2024-08-15 01:42:07"
2355,1351,93,"2024-11-27 06:03:42"
2356,1351,798,"2024-12-08 08:10:27"
2357,1351,461,"2024-05-05 02:10:40"
2358,1351,595,"2025-04-23 00:42:28"
2359,1353,810,"2024-08-05 01:38:08"
2360,1353,720,"2024-07-27 15:26:08"
2361,1353,644,"2025-02-03 13:25:22"
2362,1353,776,"2024-05-14 03:06:20"
2363,1353,756,"2025-04-14 21:48:26"
2364,1353,656,"2025-03-05 01:32:50"
2365,1353,249,"2025-01-10 07:12:07"
2366,1353,396,"2024-12-14 01:32:02"
2367,1353,975,"2025-01-19 17:22:28"
2368,1353,259,"2024-05-24 21:35:08"
2369,1355,775,"2024-11-03 02:13:57"
2370,1355,730,"2025-01-24 23:13:31"
2371,1355,922,"2024-12-14 04:56:08"
2372,1355,336,"2025-03-02 02:42:57"
2373,1355,590,"2024-09-23 04:53:54"
2374,1355,538,"2025-02-27 23:24:43"
2375,1355,47,"2024-10-14 03:05:27"
2376,1355,139,"2024-05-14 13:21:08"
2377,1359,502,"2024-09-30 21:31:16"
2378,1359,758,"2024-08-31 13:53:02"
2379,1360,800,"2024-06-02 04:19:13"
2380,1360,29,"2024-05-28 06:35:34"
2381,1360,29,"2024-12-04 03:52:32"
2382,1360,372,"2024-06-14 07:12:24"
2383,1360,119,"2024-07-13 19:54:11"
2384,1360,719,"2024-09-09 04:31:13"
2385,1360,411,"2024-09-24 03:50:09"
2386,1360,353,"2024-06-30 06:26:21"
2387,1366,294,"2024-08-07 22:45:19"
2388,1366,995,"2025-02-20 09:30:37"
2389,1366,973,"2024-08-29 11:49:54"
2390,1366,321,"2024-10-21 11:53:11"
2391,1370,55,"2024-11-10 08:14:45"
2392,1370,562,"2024-09-21 10:38:59"
2393,1370,65,"2025-04-15 18:49:29"
2394,1370,132,"2025-04-23 06:26:07"
2395,1370,173,"2024-09-09 11:44:22"
2396,1370,201,"2024-12-01 20:01:21"
2397,1370,116,"2025-04-02 18:56:42"
2398,1370,570,"2025-04-01 10:10:20"
2399,1370,321,"2025-02-03 09:54:29"
2400,1370,217,"2025-03-21 04:01:16"
2401,1374,628,"2024-10-05 03:15:46"
2402,1374,788,"2024-12-05 09:58:30"
2403,1374,689,"2024-09-11 01:40:44"
2404,1374,618,"2024-07-31 00:02:37"
2405,1374,895,"2024-10-01 05:01:57"
2406,1374,117,"2025-01-16 19:42:28"
2407,1374,977,"2024-07-19 15:05:06"
2408,1374,75,"2025-02-20 23:08:49"
2409,1377,354,"2024-09-10 00:06:39"
2410,1377,693,"2024-05-08 22:29:25"
2411,1377,494,"2025-03-18 20:12:37"
2412,1378,277,"2024-12-20 14:14:21"
2413,1382,753,"2024-09-15 22:37:47"
2414,1382,427,"2024-08-24 17:35:24"
2415,1382,730,"2024-07-05 22:40:54"
2416,1382,285,"2024-06-04 07:39:49"
2417,1382,780,"2025-05-01 21:38:20"
2418,1382,424,"2024-09-26 20:22:00"
2419,1382,539,"2024-11-30 16:43:15"
2420,1382,909,"2024-05-17 23:13:41"
2421,1382,264,"2024-10-30 20:37:37"
2422,1382,608,"2024-08-14 10:37:43"
2423,1389,434,"2024-11-30 00:46:22"
2424,1389,596,"2024-09-22 05:42:23"
2425,1393,231,"2024-10-18 02:00:02"
2426,1393,781,"2024-11-06 05:19:19"
2427,1393,160,"2024-11-01 15:00:58"
2428,1393,508,"2024-11-25 09:38:57"
2429,1393,339,"2024-08-20 18:55:36"
2430,1394,762,"2024-07-04 16:50:49"
2431,1394,542,"2024-10-03 09:22:05"
2432,1395,405,"2024-07-10 04:44:00"
2433,1395,317,"2024-10-03 17:59:18"
2434,1395,820,"2024-08-16 19:06:41"
2435,1395,165,"2024-12-30 02:23:46"
2436,1395,269,"2025-04-27 10:44:18"
2437,1395,125,"2024-06-04 17:47:18"
2438,1395,893,"2024-09-13 13:57:17"
2439,1395,672,"2024-10-11 03:28:18"
2440,1395,959,"2024-08-25 18:44:24"
2441,1396,153,"2024-06-18 06:09:43"
2442,1396,980,"2024-12-14 15:07:41"
2443,1396,508,"2024-07-05 08:57:26"
2444,1396,918,"2024-11-16 21:59:21"
2445,1396,156,"2024-12-13 22:18:40"
2446,1396,758,"2025-04-08 03:24:51"
2447,1396,326,"2025-01-26 22:08:13"
2448,1396,887,"2024-05-29 07:16:23"
2449,1396,724,"2025-03-14 04:30:39"
2450,1396,47,"2024-10-27 12:35:37"
2451,1403,559,"2024-07-12 01:18:20"
2452,1403,581,"2025-04-17 08:24:24"
2453,1403,94,"2024-05-22 08:07:41"
2454,1403,345,"2024-08-12 15:39:02"
2455,1403,817,"2025-03-25 14:11:06"
2456,1403,732,"2025-04-24 11:34:33"
2457,1403,858,"2024-07-13 05:57:09"
2458,1403,435,"2024-07-27 20:26:11"
2459,1403,511,"2024-10-11 07:13:05"
2460,1404,827,"2024-10-27 06:35:48"
2461,1410,490,"2024-09-13 16:33:00"
2462,1410,127,"2025-01-26 06:57:12"
2463,1410,140,"2025-05-03 03:16:08"
2464,1410,599,"2024-06-14 08:47:11"
2465,1410,612,"2024-05-23 21:33:43"
2466,1410,732,"2025-01-05 10:37:57"
2467,1410,228,"2024-07-15 23:47:15"
2468,1410,798,"2024-07-27 18:43:15"
2469,1412,18,"2024-12-07 20:39:48"
2470,1412,603,"2024-08-19 14:19:39"
2471,1412,786,"2024-12-19 23:27:26"
2472,1412,26,"2024-06-24 17:34:46"
2473,1412,739,"2025-05-02 12:16:26"
2474,1412,24,"2025-03-29 21:11:13"
2475,1412,940,"2025-01-04 19:02:39"
2476,1412,856,"2025-01-18 20:21:01"
2477,1412,617,"2025-02-22 08:43:56"
2478,1415,149,"2024-11-15 05:36:07"
2479,1415,784,"2024-07-11 09:00:13"
2480,1419,627,"2025-02-14 13:54:22"
2481,1419,802,"2024-08-28 03:47:46"
2482,1420,448,"2024-05-22 11:15:45"
2483,1420,281,"2025-04-10 17:28:48"
2484,1420,83,"2024-06-10 12:53:59"
2485,1420,335,"2025-03-05 20:32:09"
2486,1420,928,"2025-02-26 11:20:59"
2487,1420,427,"2024-11-21 12:15:34"
2488,1426,115,"2024-11-23 18:59:18"
2489,1426,701,"2024-10-09 04:26:28"
2490,1426,444,"2025-04-27 18:04:19"
2491,1426,410,"2025-01-05 12:25:57"
2492,1426,213,"2024-09-12 15:07:25"
2493,1426,955,"2024-10-08 19:13:23"
2494,1426,733,"2025-01-06 05:19:44"
2495,1426,253,"2024-09-23 12:29:02"
2496,1428,597,"2025-03-01 07:14:51"
2497,1428,935,"2024-12-27 18:50:40"
2498,1428,637,"2024-12-09 00:56:16"
2499,1428,131,"2025-04-05 23:00:41"
2500,1428,952,"2024-07-09 13:56:57"
2501,1428,686,"2024-07-22 13:04:23"
2502,1428,128,"2024-11-03 04:28:30"
2503,1431,14,"2025-01-20 14:37:47"
2504,1431,273,"2025-01-15 02:17:44"
2505,1431,893,"2024-09-03 11:58:12"
2506,1431,874,"2024-07-18 01:10:26"
2507,1431,98,"2025-03-08 05:54:55"
2508,1438,190,"2025-03-16 10:01:21"
2509,1438,118,"2024-07-21 23:46:04"
2510,1438,487,"2024-09-06 15:46:54"
2511,1438,294,"2024-10-19 03:42:09"
2512,1444,778,"2024-09-11 07:27:33"
2513,1444,91,"2024-11-07 10:30:23"
2514,1444,733,"2025-04-06 19:19:46"
2515,1444,995,"2024-10-22 21:10:11"
2516,1450,161,"2025-02-02 18:12:11"
2517,1450,897,"2024-09-16 05:37:45"
2518,1450,225,"2025-02-24 21:02:47"
2519,1450,226,"2024-11-22 19:33:18"
2520,1450,433,"2025-01-13 05:49:44"
2521,1450,386,"2024-10-23 03:02:30"
2522,1450,561,"2024-09-21 07:42:01"
2523,1450,272,"2024-09-04 08:50:23"
2524,1450,370,"2024-09-20 16:17:53"
2525,1450,12,"2024-11-24 09:54:00"
2526,1453,689,"2024-09-13 02:25:10"
2527,1453,353,"2024-05-27 11:41:25"
2528,1453,558,"2024-08-01 11:31:36"
2529,1453,956,"2025-01-13 01:25:43"
2530,1453,123,"2024-09-30 01:30:37"
2531,1453,496,"2024-06-28 11:04:30"
2532,1461,835,"2024-06-14 19:25:32"
2533,1461,882,"2024-08-27 04:04:54"
2534,1461,487,"2024-12-08 16:48:54"
2535,1461,901,"2024-10-04 10:14:00"
2536,1462,639,"2024-12-25 14:49:49"
2537,1462,16,"2024-06-13 19:57:34"
2538,1462,735,"2025-01-09 18:30:24"
2539,1462,160,"2024-10-25 20:20:07"
2540,1462,522,"2024-05-09 04:39:49"
2541,1462,810,"2025-01-06 03:07:54"
2542,1462,12,"2024-07-24 08:55:18"
2543,1464,29,"2024-09-26 17:12:58"
2544,1464,328,"2024-07-21 15:01:42"
2545,1464,596,"2024-10-17 02:53:25"
2546,1464,503,"2024-06-19 20:56:36"
2547,1464,842,"2024-07-01 14:09:44"
2548,1464,369,"2024-12-30 00:35:59"
2549,1464,247,"2025-01-08 13:42:07"
2550,1464,640,"2024-06-22 17:34:59"
2551,1467,689,"2025-03-06 16:44:51"
2552,1467,253,"2025-01-17 09:43:14"
2553,1467,667,"2025-03-05 06:25:32"
2554,1467,161,"2025-04-13 10:41:50"
2555,1468,156,"2024-11-21 16:16:23"
2556,1468,490,"2024-09-13 05:12:32"
2557,1468,830,"2025-03-11 21:51:25"
2558,1468,709,"2025-05-02 05:03:21"
2559,1471,408,"2025-03-08 19:55:56"
2560,1471,741,"2024-09-28 07:09:34"
2561,1471,68,"2025-04-04 11:34:50"
2562,1471,457,"2024-05-28 00:05:36"
2563,1471,193,"2024-09-18 05:54:51"
2564,1477,419,"2025-04-20 19:43:02"
2565,1477,881,"2025-04-08 08:06:52"
2566,1477,724,"2024-06-27 13:59:42"
2567,1477,147,"2025-04-16 13:48:31"
2568,1477,373,"2024-07-08 19:52:58"
2569,1477,251,"2024-05-31 14:22:20"
2570,1477,296,"2025-02-15 10:46:00"
2571,1477,126,"2024-10-29 19:38:43"
2572,1477,759,"2025-01-12 22:37:34"
2573,1477,514,"2024-11-24 22:10:38"
2574,1486,134,"2024-11-30 12:39:06"
2575,1486,692,"2024-09-11 18:51:44"
2576,1486,534,"2024-11-04 08:17:37"
2577,1486,259,"2024-06-01 07:33:57"
2578,1486,736,"2024-12-13 10:01:15"
2579,1486,69,"2024-08-04 23:52:53"
2580,1486,653,"2024-08-01 01:51:59"
2581,1486,854,"2024-05-11 23:50:27"
2582,1486,781,"2024-12-16 07:20:58"
2583,1487,700,"2025-04-08 11:24:33"
2584,1487,576,"2025-03-07 19:13:30"
2585,1487,148,"2025-03-16 12:07:32"
2586,1487,501,"2025-03-08 04:14:39"
2587,1487,184,"2024-08-13 17:21:58"
2588,1487,290,"2024-09-11 11:45:54"
2589,1487,974,"2024-08-30 10:42:38"
2590,1491,890,"2025-04-03 20:33:05"
2591,1491,663,"2024-11-12 01:44:54"
2592,1491,59,"2024-12-09 21:31:01"
2593,1491,24,"2024-12-20 16:24:19"
2594,1491,216,"2025-03-31 06:59:38"
2595,1491,401,"2024-12-04 14:18:20"
2596,1491,545,"2024-06-17 14:43:40"
2597,1491,77,"2024-12-01 08:35:42"
2598,1494,123,"2024-12-23 09:47:58"
2599,1494,44,"2024-10-25 14:22:22"
2600,1494,832,"2024-12-16 00:08:28"
2601,1494,83,"2025-01-23 04:46:41"
2602,1494,200,"2024-06-04 02:38:14"
2603,1494,331,"2025-01-27 23:05:14"
2604,1494,85,"2024-10-08 14:48:31"
2605,1494,760,"2025-04-07 15:20:22"
2606,1494,613,"2024-07-06 06:08:26"
2607,1496,390,"2024-10-05 03:16:20"
2608,1496,984,"2024-06-16 03:07:41"
2609,1496,15,"2024-07-28 11:42:56"
2610,1496,757,"2024-11-19 01:13:22"
2611,1496,960,"2024-05-07 16:41:15"
2612,1496,985,"2024-06-22 15:27:42"
2613,1496,510,"2024-07-16 00:21:53"
2614,1496,631,"2024-05-14 10:23:37"
2615,1496,264,"2024-06-20 21:04:17"
2616,1499,366,"2024-12-20 11:50:41"
2617,1499,955,"2024-08-21 19:58:18"
2618,1499,790,"2024-08-17 22:12:30"
2619,1501,557,"2025-04-10 02:14:09"
2620,1506,77,"2024-06-08 00:36:47"
2621,1514,574,"2024-08-19 10:02:58"
2622,1514,444,"2024-05-22 06:02:39"
2623,1514,111,"2024-11-08 06:30:05"
2624,1516,686,"2025-03-06 23:03:14"
2625,1521,489,"2024-11-30 08:05:21"
2626,1533,324,"2025-04-15 00:27:19"
2627,1533,476,"2025-03-11 10:59:18"
2628,1533,805,"2024-08-14 13:57:17"
2629,1537,755,"2024-08-24 23:08:17"
2630,1539,677,"2024-11-12 00:03:18"
2631,1539,768,"2024-10-24 12:46:59"
2632,1539,319,"2024-07-08 17:17:34"
2633,1539,102,"2025-01-14 18:55:58"
2634,1539,545,"2024-07-14 06:22:49"
2635,1539,251,"2024-07-04 03:15:02"
2636,1539,97,"2024-07-11 16:46:08"
2637,1541,830,"2024-08-30 23:39:23"
2638,1541,555,"2025-04-11 11:09:04"
2639,1541,990,"2025-05-03 22:08:07"
2640,1541,708,"2025-03-07 04:01:04"
2641,1553,920,"2024-06-18 23:21:46"
2642,1553,405,"2024-05-28 20:57:09"
2643,1553,340,"2024-07-16 08:17:23"
2644,1553,665,"2024-07-18 21:48:55"
2645,1553,710,"2024-10-20 01:07:43"
2646,1553,263,"2024-06-21 00:00:34"
2647,1553,439,"2024-07-15 20:39:15"
2648,1553,616,"2024-08-08 05:01:27"
2649,1555,754,"2024-12-17 04:37:15"
2650,1555,252,"2024-06-19 06:30:41"
2651,1555,691,"2025-01-05 16:14:42"
2652,1555,499,"2025-02-14 13:01:44"
2653,1557,262,"2024-10-30 11:05:50"
2654,1557,777,"2024-05-25 10:13:37"
2655,1557,395,"2024-11-12 13:55:02"
2656,1559,927,"2024-08-12 19:11:57"
2657,1559,455,"2025-02-06 00:13:31"
2658,1559,173,"2024-09-19 08:42:53"
2659,1559,380,"2024-06-24 08:55:44"
2660,1559,425,"2024-06-29 02:18:10"
2661,1559,621,"2024-10-22 04:39:11"
2662,1559,898,"2024-11-08 09:24:56"
2663,1565,236,"2025-04-01 14:01:02"
2664,1565,208,"2025-01-29 13:11:36"
2665,1565,226,"2025-04-30 12:29:15"
2666,1565,640,"2024-10-01 11:48:47"
2667,1565,303,"2025-01-10 20:43:25"
2668,1565,671,"2024-06-23 20:40:37"
2669,1565,452,"2025-01-10 12:18:07"
2670,1565,710,"2025-01-15 16:34:59"
2671,1565,314,"2025-02-15 19:32:20"
2672,1565,446,"2024-05-10 10:05:38"
2673,1566,277,"2024-08-05 09:46:54"
2674,1566,23,"2024-09-30 04:12:21"
2675,1572,854,"2024-11-19 22:44:06"
2676,1572,9,"2024-10-19 15:45:37"
2677,1572,421,"2024-09-11 12:25:50"
2678,1572,697,"2024-10-15 07:15:51"
2679,1572,799,"2024-11-16 11:29:51"
2680,1572,984,"2024-09-04 03:43:16"
2681,1572,948,"2025-01-01 11:36:12"
2682,1572,735,"2025-02-19 02:05:16"
2683,1572,584,"2024-06-13 14:31:39"
2684,1572,571,"2024-09-17 00:55:04"
2685,1574,789,"2024-08-13 10:32:15"
2686,1574,651,"2024-08-03 17:16:54"
2687,1574,614,"2025-04-02 22:09:42"
2688,1574,269,"2024-11-18 13:58:22"
2689,1574,159,"2025-02-26 15:34:06"
2690,1574,858,"2024-09-13 05:04:22"
2691,1574,649,"2024-11-29 13:02:18"
2692,1574,726,"2024-11-10 19:47:08"
2693,1574,647,"2025-04-08 14:31:22"
2694,1579,660,"2024-10-23 12:51:11"
2695,1579,170,"2025-01-21 16:36:53"
2696,1580,174,"2025-01-01 22:56:26"
2697,1580,751,"2025-01-20 17:00:04"
2698,1580,655,"2024-05-06 09:05:05"
2699,1580,667,"2024-08-01 21:08:59"
2700,1580,809,"2024-12-17 10:51:57"
2701,1580,57,"2024-09-25 23:12:43"
2702,1582,262,"2025-03-14 14:16:04"
2703,1584,125,"2024-09-04 07:04:30"
2704,1584,786,"2024-12-03 20:54:40"
2705,1584,529,"2024-07-27 09:54:41"
2706,1584,271,"2025-04-08 07:46:52"
2707,1584,598,"2025-03-16 18:58:23"
2708,1584,845,"2025-05-04 14:21:44"
2709,1584,232,"2024-08-23 13:12:23"
2710,1584,245,"2024-12-21 15:38:52"
2711,1585,290,"2024-11-12 03:26:58"
2712,1585,131,"2025-03-29 10:41:15"
2713,1585,272,"2024-08-06 05:40:48"
2714,1585,806,"2025-05-01 01:58:02"
2715,1588,53,"2024-10-10 14:14:03"
2716,1588,719,"2024-05-04 21:29:04"
2717,1588,934,"2024-05-10 01:11:06"
2718,1588,232,"2024-09-18 06:56:38"
2719,1588,384,"2024-06-03 20:06:18"
2720,1589,547,"2025-04-30 19:24:11"
2721,1589,148,"2024-10-16 10:29:55"
2722,1589,748,"2024-05-07 15:30:31"
2723,1589,477,"2025-03-21 20:55:22"
2724,1589,397,"2025-04-09 14:47:12"
2725,1589,783,"2024-10-19 04:20:51"
2726,1589,33,"2024-07-20 13:49:12"
2727,1589,954,"2025-03-16 04:20:55"
2728,1589,856,"2024-06-06 15:41:42"
2729,1590,98,"2025-02-06 07:12:46"
2730,1590,905,"2024-08-23 02:31:53"
2731,1590,254,"2024-12-26 17:11:12"
2732,1590,651,"2024-08-15 08:49:12"
2733,1590,13,"2024-06-29 22:28:15"
2734,1590,612,"2025-02-17 09:45:28"
2735,1590,712,"2025-03-06 14:33:00"
2736,1590,436,"2025-03-01 23:04:23"
2737,1590,674,"2025-02-20 13:43:15"
2738,1591,232,"2024-12-19 06:23:55"
2739,1591,188,"2024-10-14 14:41:53"
2740,1591,99,"2024-10-30 16:29:27"
2741,1591,50,"2024-07-28 04:37:36"
2742,1591,865,"2024-06-22 11:17:57"
2743,1591,25,"2025-02-20 00:46:35"
2744,1591,741,"2025-01-05 11:40:46"
2745,1592,353,"2024-11-09 02:01:13"
2746,1595,982,"2024-10-06 10:52:39"
2747,1595,745,"2024-05-09 01:20:44"
2748,1595,913,"2024-09-03 22:41:54"
2749,1595,459,"2025-03-04 03:58:03"
2750,1595,724,"2024-06-08 03:14:48"
2751,1595,219,"2025-04-13 11:37:05"
2752,1595,544,"2024-12-25 18:48:20"
2753,1598,39,"2024-07-09 11:02:50"
2754,1598,624,"2024-09-23 16:27:09"
2755,1598,529,"2025-01-23 15:43:19"
2756,1598,391,"2024-08-05 14:21:18"
2757,1599,363,"2024-12-24 06:52:41"
2758,1599,859,"2024-08-11 02:13:03"
2759,1599,81,"2025-02-04 15:32:24"
2760,1599,657,"2024-06-02 03:09:18"
2761,1599,895,"2024-09-10 22:00:12"
2762,1599,958,"2024-12-04 07:37:36"
2763,1599,754,"2024-08-09 01:35:19"
2764,1599,751,"2025-01-17 22:51:10"
2765,1599,192,"2024-06-14 01:54:38"
2766,1599,560,"2024-11-08 21:51:18"
2767,1601,133,"2025-01-27 21:39:36"
2768,1601,288,"2025-02-27 23:31:19"
