id,order_id,shipping_date,tracking_number,carrier,status
1036,2540,"2024-10-03 08:47:49",TRK-59800189-eTSS,UPS,delivered
1037,2541,"2025-02-16 00:29:10",TRK-03661615-cOgZ,DHL,in_transit
1038,2542,"2024-08-15 18:55:36",TRK-78922171-UoJR,USPS,delivered
1039,2543,"2024-08-31 11:50:58",TRK-05560381-JPas,DHL,in_transit
1040,2545,"2024-07-26 04:21:42",TRK-40270172-tpOp,FedEx,delivered
1041,2547,"2024-10-04 06:11:47",TRK-65642050-uzWI,FedEx,in_transit
1042,2548,"2024-05-21 14:38:06",TRK-43309994-uohr,FedEx,delivered
1043,2550,"2025-03-19 07:58:00",TRK-65573376-KfeV,UPS,in_transit
1044,2552,"2024-07-05 00:48:42",TRK-76717898-YqZI,UPS,in_transit
1045,2556,"2024-12-28 05:01:06",TRK-93754795-zcbm,UPS,in_transit
1046,2557,"2024-05-31 04:05:44",TRK-72392300-eosG,DHL,delivered
1047,2559,"2024-09-06 07:11:01",TRK-51612677-kNBY,UPS,in_transit
1048,2560,"2024-06-15 14:41:21",TRK-66685684-tAxR,DHL,in_transit
1049,2561,"2024-10-08 07:20:24",TRK-94816640-AvsK,USPS,delivered
1050,2566,"2025-04-06 11:03:06",TRK-69506289-UqJj,UPS,in_transit
1051,2569,"2024-11-17 03:11:37",TRK-69883748-CTXl,DHL,delivered
1052,2571,"2025-05-05 06:06:39",TRK-13954158-lFrV,USPS,in_transit
1053,2572,"2024-09-03 16:49:59",TRK-14107889-cTXd,UPS,delivered
1054,2573,"2025-01-17 09:02:20",TRK-63676900-hhPI,UPS,in_transit
1055,2574,"2025-04-22 09:12:08",TRK-38536598-Dwsj,USPS,delivered
1056,2578,"2025-03-28 04:23:24",TRK-15746917-jgQT,UPS,in_transit
1057,2579,"2024-10-25 10:32:46",TRK-74794817-RLdR,DHL,in_transit
1058,2580,"2024-08-23 01:36:23",TRK-22994419-MgDw,UPS,delivered
1059,2581,"2024-10-14 02:38:43",TRK-18137348-DwYy,FedEx,in_transit
1060,2582,"2024-07-27 06:35:40",TRK-30625067-GmIl,DHL,delivered
1061,2583,"2024-06-22 05:37:58",TRK-01459903-KGut,USPS,delivered
1062,2584,"2025-03-08 10:21:56",TRK-35475446-tBUm,UPS,in_transit
1063,2590,"2024-11-27 20:17:21",TRK-66170579-sISB,USPS,delivered
1064,2595,"2024-10-28 14:44:59",TRK-53835002-POED,FedEx,delivered
1065,2596,"2025-05-04 21:46:05",TRK-12471770-qUiz,USPS,in_transit
1066,2597,"2024-11-27 15:13:14",TRK-75738732-keBK,USPS,delivered
1067,2602,"2024-08-11 13:41:14",TRK-08860443-jbvt,DHL,delivered
1068,2603,"2025-03-14 11:27:33",TRK-06163769-lgWQ,DHL,in_transit
1069,2604,"2024-07-26 18:16:16",TRK-55210420-xvCB,UPS,in_transit
1070,2607,"2024-08-18 16:51:39",TRK-17393710-NqRT,FedEx,delivered
1071,2608,"2024-07-10 12:28:51",TRK-96117698-NjhX,FedEx,in_transit
1072,2609,"2024-09-22 07:37:07",TRK-56073131-YHRp,DHL,delivered
1073,2610,"2024-08-13 17:13:05",TRK-41391892-gWtb,DHL,in_transit
1074,2614,"2024-07-30 18:44:34",TRK-52978164-xbLz,UPS,in_transit
1075,2620,"2025-01-11 21:10:39",TRK-12047541-bGzF,USPS,delivered
1076,2621,"2025-04-27 19:23:26",TRK-25147526-bNJe,UPS,in_transit
1077,2624,"2024-07-19 08:42:22",TRK-06659360-CRCN,UPS,delivered
1078,2628,"2024-12-27 07:56:34",TRK-13733358-EzUK,DHL,delivered
1079,2630,"2024-12-08 08:58:18",TRK-80074639-rioq,DHL,in_transit
1080,2631,"2025-01-13 07:44:38",TRK-34879813-oGCe,FedEx,delivered
1081,2632,"2024-09-14 12:56:00",TRK-34757381-enhV,DHL,delivered
1082,2633,"2025-04-16 16:13:11",TRK-57672560-jihl,DHL,delivered
1083,2635,"2025-03-06 12:59:04",TRK-53895514-agch,DHL,delivered
1084,2636,"2024-06-26 01:02:21",TRK-48770240-dkWl,DHL,in_transit
1085,2639,"2025-03-26 04:50:01",TRK-49477840-nZtX,FedEx,in_transit
1086,2649,"2024-12-29 12:19:26",TRK-66518382-qxdN,USPS,delivered
1087,2650,"2024-06-28 10:37:09",TRK-11131791-cbnw,DHL,delivered
1088,2651,"2024-07-24 09:10:54",TRK-57553303-vrtF,UPS,delivered
1089,2653,"2024-07-06 10:04:53",TRK-34055700-xReH,DHL,delivered
1090,2656,"2025-01-10 23:35:15",TRK-69269934-UQbj,USPS,delivered
1091,2659,"2025-04-08 07:17:40",TRK-48280594-WnCS,UPS,in_transit
1092,2660,"2024-07-15 07:58:41",TRK-88815668-rFQd,FedEx,delivered
1093,2661,"2024-09-12 23:27:03",TRK-04752569-yDwF,DHL,delivered
1094,2663,"2024-07-11 23:58:30",TRK-05392785-WEbI,USPS,in_transit
1095,2664,"2024-06-29 10:02:16",TRK-99208119-fQdF,DHL,delivered
1096,2665,"2024-06-29 02:43:04",TRK-88756610-FaaC,DHL,delivered
1097,2667,"2024-07-26 03:25:06",TRK-85535961-HZqQ,DHL,in_transit
1098,2668,"2025-04-10 01:22:17",TRK-53327267-LBcD,FedEx,in_transit
1099,2670,"2025-04-28 20:01:13",TRK-73293876-NHIM,UPS,in_transit
1100,2672,"2025-04-05 14:53:56",TRK-07049441-eXrO,DHL,in_transit
1101,2676,"2024-12-17 16:41:19",TRK-20858640-TKmq,DHL,delivered
1102,2677,"2024-06-06 10:04:14",TRK-82951054-Qkgu,USPS,in_transit
1103,2678,"2024-07-30 10:55:02",TRK-48951558-vbcy,FedEx,in_transit
1104,2680,"2024-08-24 07:22:17",TRK-92925644-EqEe,UPS,in_transit
1105,2685,"2024-06-30 05:57:16",TRK-76759712-fuJE,FedEx,in_transit
1106,2689,"2024-05-29 14:46:56",TRK-06102358-YUYG,UPS,delivered
1107,2691,"2024-07-09 18:26:53",TRK-72942090-ZgXF,FedEx,delivered
1108,2692,"2024-10-24 20:46:13",TRK-30787576-xQua,FedEx,in_transit
1109,2693,"2024-07-16 05:24:45",TRK-82484855-JFyj,UPS,delivered
1110,2696,"2024-07-28 18:46:24",TRK-41401466-VUdT,FedEx,delivered
1111,2698,"2024-12-28 20:21:04",TRK-04063984-YWeL,FedEx,delivered
1112,2699,"2025-03-18 08:07:17",TRK-23017251-unOt,USPS,in_transit
1113,2701,"2024-05-25 17:35:11",TRK-04314016-PWai,FedEx,delivered
1114,2705,"2025-02-14 11:35:25",TRK-21835415-ZcpD,UPS,delivered
1115,2709,"2024-05-23 03:14:48",TRK-47393542-QwKg,DHL,delivered
1116,2710,"2024-10-21 20:02:02",TRK-46508269-Aidq,DHL,delivered
1117,2711,"2024-05-11 05:45:15",TRK-84568102-oPdR,DHL,delivered
1118,2712,"2024-08-29 13:04:33",TRK-14963791-rnKb,USPS,in_transit
1119,2714,"2025-03-14 10:25:50",TRK-73912714-Smtt,USPS,delivered
1120,2716,"2025-01-22 23:48:01",TRK-45562566-ixYp,USPS,in_transit
1121,2717,"2024-05-15 03:19:08",TRK-43705921-bbTe,UPS,delivered
1122,2719,"2025-03-25 07:38:34",TRK-74716276-bqDJ,USPS,delivered
1123,2720,"2025-01-12 21:53:20",TRK-25606695-lLyB,USPS,delivered
1124,2721,"2024-10-02 02:02:27",TRK-58128483-ZsyT,USPS,in_transit
1125,2722,"2025-02-22 01:21:01",TRK-32793209-uCWG,USPS,delivered
1126,2724,"2025-03-10 14:54:01",TRK-12310940-JBCA,DHL,in_transit
1127,2728,"2024-07-08 09:15:08",TRK-07535325-FnTu,FedEx,in_transit
1128,2729,"2025-04-24 01:50:27",TRK-53365312-HDUD,USPS,in_transit
1129,2731,"2025-02-28 02:18:21",TRK-27488520-TYme,DHL,delivered
1130,2734,"2024-12-05 04:04:32",TRK-54652339-naxg,FedEx,delivered
1131,2736,"2025-04-21 11:07:03",TRK-27912616-dPOz,USPS,delivered
1132,2737,"2024-09-03 04:36:46",TRK-24846683-KiHj,USPS,delivered
1133,2738,"2024-10-08 19:06:32",TRK-73327016-grqp,FedEx,delivered
1134,2741,"2024-08-05 02:39:57",TRK-00004485-YYCt,UPS,in_transit
1135,2743,"2025-02-11 16:32:31",TRK-97814417-iQAN,DHL,delivered
1136,2744,"2024-05-08 05:06:32",TRK-57614409-ddbk,DHL,in_transit
1137,2748,"2024-06-05 06:02:25",TRK-53031356-gfOe,DHL,delivered
1138,2749,"2024-09-04 06:34:55",TRK-50292273-qtMR,FedEx,delivered
1139,2751,"2025-04-07 18:03:39",TRK-61991740-rYXG,UPS,in_transit
1140,2759,"2024-08-10 10:19:40",TRK-98934015-jwGP,USPS,in_transit
1141,2760,"2024-07-20 18:48:42",TRK-21429857-YJHb,USPS,delivered
1142,2761,"2024-08-25 11:58:18",TRK-13018600-Yhcb,FedEx,in_transit
1143,2763,"2025-03-05 00:07:09",TRK-45055339-sdAl,UPS,delivered
1144,2765,"2024-06-03 20:52:15",TRK-49332845-iabT,DHL,delivered
1145,2767,"2025-05-01 22:48:28",TRK-92710789-VLYU,UPS,in_transit
1146,2768,"2024-12-15 01:49:04",TRK-32302732-MpQt,FedEx,delivered
1147,2769,"2024-08-26 08:05:31",TRK-07282345-xgem,FedEx,in_transit
1148,2771,"2025-04-29 07:01:12",TRK-01064897-kdyc,DHL,delivered
1149,2778,"2024-12-04 01:49:17",TRK-13226531-XJwx,UPS,in_transit
1150,2782,"2024-05-26 16:45:33",TRK-53789047-uOtt,UPS,in_transit
1151,2784,"2024-06-21 15:58:20",TRK-73072891-Kqgs,FedEx,delivered
1152,2786,"2024-10-22 15:58:57",TRK-91088232-zGgF,USPS,in_transit
1153,2787,"2024-08-06 13:10:20",TRK-85690005-kFqj,DHL,delivered
1154,2788,"2024-05-21 20:09:28",TRK-10951923-tqGP,UPS,delivered
1155,2791,"2025-02-04 07:20:07",TRK-13984023-Gwhe,UPS,delivered
1156,2793,"2024-10-29 15:22:44",TRK-60626071-iNaf,DHL,delivered
1157,2795,"2024-10-21 04:34:45",TRK-65353984-HQpo,DHL,delivered
1158,2798,"2024-08-26 11:11:39",TRK-98769029-BMaZ,DHL,delivered
1159,2803,"2025-03-22 20:03:26",TRK-45345557-Kdhi,DHL,delivered
1160,2805,"2025-03-22 04:53:23",TRK-41417315-cBne,UPS,in_transit
1161,2806,"2025-04-28 07:27:45",TRK-36674498-tKOq,USPS,in_transit
1162,2807,"2024-12-17 15:55:30",TRK-94814653-ZTuX,DHL,delivered
1163,2809,"2024-06-24 18:30:48",TRK-42068796-FIWr,DHL,delivered
1164,2810,"2025-01-21 04:34:14",TRK-05493038-xAoB,DHL,delivered
1165,2818,"2025-03-16 00:44:18",TRK-91918953-bbnC,DHL,in_transit
1166,2819,"2024-12-05 13:37:43",TRK-42895840-VwWp,FedEx,delivered
1167,2820,"2024-09-26 05:26:10",TRK-39975239-fLRa,FedEx,in_transit
1168,2822,"2025-03-15 12:49:23",TRK-92851053-Mzgz,DHL,in_transit
1169,2827,"2024-12-07 11:02:22",TRK-37661036-disX,USPS,delivered
1170,2829,"2024-06-25 18:34:36",TRK-39091604-uOTM,DHL,in_transit
1171,2832,"2025-02-06 07:54:39",TRK-86865215-Vdrx,FedEx,delivered
1172,2834,"2025-04-21 06:16:54",TRK-89424494-NwiH,UPS,delivered
1173,2835,"2025-03-11 21:23:52",TRK-64829814-TZVX,UPS,delivered
1174,2841,"2024-12-08 15:23:02",TRK-71167375-pUtZ,UPS,delivered
1175,2842,"2024-07-08 16:14:19",TRK-24385805-NNpu,DHL,in_transit
1176,2843,"2024-08-16 22:38:43",TRK-76330721-LlOm,FedEx,in_transit
1177,2844,"2024-09-24 10:48:41",TRK-72435381-EpIH,FedEx,in_transit
1178,2846,"2024-12-29 14:18:58",TRK-45813451-xyiU,FedEx,in_transit
1179,2850,"2024-06-28 08:00:56",TRK-84208694-xZnk,FedEx,delivered
1180,2854,"2024-08-24 09:56:00",TRK-55411573-SlHN,USPS,in_transit
1181,2856,"2025-01-24 18:00:53",TRK-97915061-xaYw,FedEx,delivered
1182,2857,"2024-07-20 14:33:58",TRK-85377066-tffA,UPS,in_transit
1183,2860,"2025-05-03 01:51:19",TRK-66171761-jGwa,USPS,delivered
1184,2861,"2024-06-01 12:26:11",TRK-55778584-HaSS,FedEx,delivered
1185,2864,"2024-11-13 01:59:17",TRK-33431049-IDWs,UPS,in_transit
1186,2869,"2024-09-02 15:22:09",TRK-35637058-lovJ,DHL,delivered
1187,2870,"2025-04-10 12:31:15",TRK-47192391-docg,DHL,in_transit
1188,2871,"2025-04-04 13:25:12",TRK-60722449-iTeP,USPS,in_transit
1189,2872,"2025-04-04 00:42:37",TRK-12703162-KzWy,UPS,delivered
1190,2873,"2024-06-18 08:12:41",TRK-44382759-oRIH,UPS,in_transit
1191,2875,"2024-07-01 17:34:49",TRK-07599280-aSoH,FedEx,delivered
1192,2876,"2025-02-12 09:11:29",TRK-52933645-qaiS,DHL,in_transit
1193,2877,"2024-11-21 08:31:39",TRK-65789469-bjPR,USPS,in_transit
1194,2880,"2025-01-18 22:02:17",TRK-96481041-vmlo,UPS,delivered
1195,2882,"2025-04-22 16:38:41",TRK-35079230-EIMP,DHL,delivered
1196,2885,"2024-09-21 05:20:36",TRK-17993507-SSGb,USPS,delivered
1197,2887,"2025-03-10 01:36:38",TRK-15709565-RXXl,DHL,delivered
1198,2890,"2025-02-09 06:53:35",TRK-34730035-tEjz,USPS,delivered
1199,2893,"2024-11-09 23:46:01",TRK-94061329-HBzJ,FedEx,in_transit
1200,2894,"2025-04-30 10:30:13",TRK-03071848-Rwzm,USPS,in_transit
1201,2897,"2025-04-22 11:04:53",TRK-32698442-Pqxg,DHL,in_transit
1202,2900,"2024-07-13 21:58:40",TRK-73489104-JnGF,FedEx,in_transit
1203,2901,"2024-10-06 10:44:30",TRK-79889968-ohBu,USPS,delivered
1204,2903,"2024-11-08 00:16:14",TRK-56878975-XGvc,FedEx,in_transit
1205,2905,"2025-02-16 18:54:44",TRK-28498544-gXzX,FedEx,delivered
1206,2906,"2024-07-08 15:14:11",TRK-61813613-Opte,UPS,in_transit
1207,2909,"2024-06-01 05:02:09",TRK-58821791-ELpp,USPS,delivered
1208,2912,"2025-03-29 23:33:15",TRK-62313396-WbPt,FedEx,in_transit
1209,2913,"2024-06-27 01:43:12",TRK-77938346-yinp,UPS,in_transit
1210,2914,"2024-07-14 03:35:11",TRK-04736892-xhUM,UPS,in_transit
1211,2915,"2024-09-10 06:53:26",TRK-34866779-tOvp,FedEx,in_transit
1212,2916,"2024-09-15 19:19:30",TRK-96189292-vACY,UPS,delivered
1213,2920,"2024-11-21 04:11:22",TRK-56974531-ttvw,DHL,delivered
1214,2923,"2024-10-11 03:17:50",TRK-00989464-tVWr,USPS,delivered
1215,2930,"2024-06-17 01:40:58",TRK-79853262-uyfW,DHL,delivered
1216,2933,"2024-05-08 08:27:49",TRK-08547746-uBEB,FedEx,delivered
1217,2939,"2024-06-10 13:04:29",TRK-11931349-pfZh,UPS,in_transit
1218,2941,"2024-10-31 09:21:08",TRK-90360577-HdGP,USPS,in_transit
1219,2943,"2025-05-05 17:02:28",TRK-54635226-nIMG,USPS,delivered
1220,2946,"2024-08-01 15:41:30",TRK-40272335-eGlK,UPS,in_transit
1221,2947,"2025-04-01 02:05:46",TRK-65605824-FebZ,UPS,delivered
1222,2950,"2025-01-08 07:49:29",TRK-83192980-Phhl,USPS,in_transit
1223,2952,"2024-06-07 05:59:35",TRK-46673632-vwms,DHL,in_transit
1224,2953,"2025-04-26 04:48:43",TRK-00027767-yrMn,UPS,delivered
1225,2956,"2025-04-20 14:44:17",TRK-62965983-jLat,FedEx,in_transit
1226,2958,"2024-06-24 13:00:53",TRK-99931119-OZRn,DHL,in_transit
1227,2959,"2025-03-07 01:19:12",TRK-75948387-EjKN,DHL,delivered
1228,2963,"2025-03-12 09:44:59",TRK-49515495-vlNy,FedEx,in_transit
1229,2966,"2024-12-15 05:56:08",TRK-38088995-CVie,USPS,in_transit
1230,2971,"2025-01-09 18:09:12",TRK-77859931-OGGB,FedEx,in_transit
1231,2974,"2025-03-16 17:57:55",TRK-49766816-XZhK,USPS,in_transit
1232,2976,"2024-08-18 14:37:22",TRK-29921581-yQYT,DHL,delivered
1233,2979,"2025-04-04 11:40:12",TRK-90629164-puoR,DHL,delivered
1234,2981,"2024-08-15 01:13:20",TRK-63481547-BdEe,USPS,in_transit
1235,2986,"2024-11-02 01:25:41",TRK-73432464-tyUh,UPS,delivered
1236,2988,"2024-11-02 04:15:23",TRK-17416916-CeZV,USPS,in_transit
1237,2990,"2025-04-17 14:57:51",TRK-35497655-VDCp,FedEx,delivered
1238,2992,"2024-05-20 22:54:22",TRK-06417241-ljDz,FedEx,delivered
1239,2999,"2025-03-22 09:48:27",TRK-69217053-lrpA,USPS,delivered
1240,3001,"2024-10-25 12:39:52",TRK-40350369-dflF,FedEx,delivered
1241,3005,"2024-05-08 18:45:17",TRK-30177597-UJdQ,UPS,delivered
1242,3008,"2024-08-03 13:13:25",TRK-08031105-EQDE,DHL,delivered
1243,3012,"2024-11-01 01:59:08",TRK-83993369-CJnB,DHL,in_transit
1244,3013,"2025-05-03 12:37:57",TRK-23653717-hCqb,DHL,delivered
1245,3015,"2024-09-06 23:15:32",TRK-08410397-XbEw,USPS,delivered
1246,3016,"2025-05-02 21:46:54",TRK-95483158-vmOG,DHL,in_transit
1247,3020,"2024-06-25 06:27:18",TRK-78090997-EGbW,UPS,delivered
1248,3021,"2024-11-14 23:03:59",TRK-27728003-sPoD,USPS,delivered
1249,3022,"2025-01-29 14:59:05",TRK-61876048-cFfl,DHL,delivered
1250,3027,"2024-07-27 13:38:36",TRK-89598079-aDhY,UPS,in_transit
1251,3028,"2025-01-29 19:35:28",TRK-97825618-ZrWx,FedEx,delivered
1252,3030,"2025-01-19 04:08:36",TRK-56019789-LSOS,DHL,delivered
1253,3033,"2025-03-11 03:59:09",TRK-24583071-zAbT,UPS,in_transit
1254,3034,"2025-03-20 12:38:20",TRK-07061962-QMHM,USPS,in_transit
1255,3036,"2025-02-28 06:02:03",TRK-78409426-fApm,USPS,in_transit
1256,3039,"2024-12-05 13:12:05",TRK-15835766-ImSp,DHL,delivered
1257,3043,"2024-08-31 18:50:56",TRK-11463603-rcNg,UPS,delivered
1258,3044,"2025-03-19 10:51:06",TRK-00050318-scIp,DHL,delivered
1259,3045,"2025-04-12 17:08:26",TRK-66479473-JYLG,USPS,delivered
1260,3046,"2025-01-27 09:29:24",TRK-54910338-keAD,DHL,delivered
1261,3047,"2024-07-01 11:11:45",TRK-24981593-tODe,USPS,delivered
1262,3049,"2025-01-13 07:56:14",TRK-11145842-rVGG,USPS,delivered
1263,3056,"2024-10-28 14:03:47",TRK-14024716-xWpl,USPS,in_transit
1264,3057,"2025-02-24 14:23:35",TRK-94420165-CxCE,USPS,in_transit
1265,3061,"2025-02-03 12:23:56",TRK-11319183-riKY,UPS,delivered
1266,3065,"2025-03-04 04:41:10",TRK-42916707-shNU,USPS,delivered
1267,3068,"2024-08-19 01:47:44",TRK-38755707-ePpJ,UPS,delivered
1268,3072,"2024-07-16 22:59:25",TRK-68381859-bBKr,UPS,delivered
1269,3073,"2024-10-24 20:14:35",TRK-10677942-Mvko,USPS,delivered
1270,3074,"2024-10-03 15:27:52",TRK-66965162-bDZG,USPS,in_transit
1271,3076,"2025-01-06 15:37:34",TRK-16189531-SawA,UPS,in_transit
1272,3077,"2025-03-22 22:55:41",TRK-71720874-WzFp,UPS,delivered
1273,3078,"2024-08-27 09:07:09",TRK-06908644-TbXQ,USPS,in_transit
1274,3079,"2024-09-30 18:35:15",TRK-00780392-PMRx,DHL,delivered
1275,3080,"2024-08-30 16:39:34",TRK-21317109-PEjK,UPS,in_transit
1276,3081,"2024-06-22 03:15:46",TRK-64802853-QVAC,DHL,delivered
1277,3082,"2025-01-24 17:42:19",TRK-20042367-iqlv,USPS,in_transit
1278,3086,"2025-04-13 21:48:45",TRK-67480571-ENnm,FedEx,in_transit
1279,3087,"2025-04-22 14:14:19",TRK-91531076-znYV,UPS,in_transit
1280,3089,"2025-01-26 18:33:04",TRK-75518996-yKqg,DHL,in_transit
1281,3092,"2024-10-21 09:59:37",TRK-12145813-HjdO,UPS,delivered
1282,3094,"2024-12-13 09:04:43",TRK-16083357-jnVi,USPS,in_transit
1283,3096,"2025-01-20 21:37:29",TRK-24870296-UNsy,UPS,in_transit
1284,3098,"2024-05-24 10:05:00",TRK-59724448-CknI,USPS,in_transit
1285,3103,"2024-08-20 17:42:28",TRK-29044809-FZiS,UPS,in_transit
1286,3108,"2024-06-04 09:05:55",TRK-33596261-XhDC,FedEx,delivered
1287,3110,"2024-10-17 04:13:51",TRK-73215715-EsFC,FedEx,in_transit
1288,3117,"2024-08-27 02:43:00",TRK-49203433-MYvq,FedEx,in_transit
1289,3118,"2024-05-29 21:21:15",TRK-57681769-kykL,UPS,delivered
1290,3119,"2024-07-01 08:40:37",TRK-64454128-FdXo,DHL,delivered
1291,3122,"2024-08-01 04:37:24",TRK-03812831-ApnE,FedEx,delivered
1292,3124,"2025-02-15 23:58:19",TRK-97229536-XbsL,USPS,delivered
1293,3126,"2024-07-25 07:45:05",TRK-88908455-QRWQ,UPS,in_transit
1294,3127,"2024-07-27 20:12:13",TRK-66076058-rLkq,USPS,delivered
1295,3131,"2025-03-05 20:33:42",TRK-17227608-dhbZ,USPS,delivered
1296,3132,"2024-12-13 20:57:01",TRK-44846311-idyF,FedEx,in_transit
1297,3134,"2024-08-03 12:57:47",TRK-58362418-TtTg,UPS,delivered
1298,3136,"2025-04-24 08:16:32",TRK-10629238-lcWl,FedEx,delivered
1299,3139,"2024-12-04 07:07:28",TRK-27028609-JNqD,FedEx,in_transit
1300,3140,"2024-10-23 07:05:07",TRK-02954559-XiBG,UPS,in_transit
1301,3141,"2025-01-06 18:11:56",TRK-64285096-BfKL,FedEx,in_transit
1302,3143,"2024-11-02 10:15:35",TRK-17289088-iYZD,UPS,delivered
1303,3144,"2025-04-19 19:55:08",TRK-00273710-HzhC,DHL,delivered
1304,3145,"2024-10-20 18:19:49",TRK-55482953-YSSQ,UPS,in_transit
1305,3147,"2024-11-08 07:33:16",TRK-62389060-SkzK,USPS,in_transit
1306,3149,"2024-07-05 21:09:26",TRK-21770583-qZdb,FedEx,delivered
1307,3156,"2024-12-28 07:36:33",TRK-48711970-bVMm,USPS,in_transit
1308,3158,"2025-03-10 19:10:22",TRK-36140137-ebEL,UPS,in_transit
1309,3160,"2024-10-31 03:24:30",TRK-51265788-ZMLJ,FedEx,in_transit
1310,3161,"2025-01-10 10:02:03",TRK-47616961-kVAY,UPS,in_transit
1311,3162,"2024-10-24 05:28:20",TRK-37944603-HLQx,DHL,in_transit
1312,3163,"2025-04-04 21:23:09",TRK-96403691-aBBF,FedEx,in_transit
1313,3166,"2025-04-08 03:21:31",TRK-42335122-XLCN,DHL,in_transit
1314,3170,"2024-08-15 18:58:32",TRK-23698057-Stnn,DHL,delivered
1315,3172,"2025-03-16 19:01:41",TRK-50517485-YCrN,FedEx,in_transit
1316,3175,"2024-10-09 22:45:23",TRK-91510148-Napc,DHL,delivered
1317,3178,"2024-05-31 02:29:56",TRK-56320979-VLiX,DHL,delivered
1318,3184,"2024-11-04 18:54:14",TRK-97636817-ubaw,FedEx,in_transit
1319,3185,"2024-08-11 18:07:33",TRK-52745913-ZdBi,UPS,in_transit
1320,3189,"2024-09-27 15:27:01",TRK-72872656-SvIF,USPS,in_transit
1321,3191,"2024-09-11 13:50:19",TRK-99968519-Kqlx,DHL,delivered
1322,3192,"2024-08-04 05:31:56",TRK-94584424-sFKc,DHL,delivered
1323,3195,"2024-09-08 08:59:47",TRK-53887302-cvqJ,UPS,in_transit
1324,3197,"2024-06-16 06:43:25",TRK-37181308-dzAX,USPS,in_transit
1325,3198,"2024-12-29 11:38:36",TRK-38544414-jhty,FedEx,delivered
1326,3202,"2025-04-14 14:21:02",TRK-20656357-aDSS,USPS,in_transit
1327,3203,"2025-03-24 09:59:05",TRK-25352298-gRED,UPS,delivered
1328,3209,"2024-08-21 09:38:51",TRK-56572750-nNKZ,USPS,in_transit
1329,3212,"2024-05-30 14:17:59",TRK-00783370-RcoY,USPS,in_transit
1330,3213,"2024-11-15 20:12:28",TRK-01743178-DtyA,FedEx,in_transit
1331,3214,"2024-12-23 19:27:11",TRK-95485100-RaVV,UPS,delivered
1332,3217,"2024-08-24 13:20:34",TRK-57090010-VFwA,USPS,delivered
1333,3218,"2024-12-15 14:55:56",TRK-43399331-Ikvx,USPS,delivered
1334,3221,"2024-09-01 00:48:27",TRK-68088849-Zgjo,FedEx,in_transit
1335,3223,"2024-05-24 08:06:32",TRK-51116710-tIQP,FedEx,delivered
1336,3226,"2024-09-26 11:12:56",TRK-07789384-ImQJ,UPS,in_transit
1337,3227,"2024-10-05 05:59:25",TRK-94377181-MtIx,USPS,in_transit
1338,3228,"2025-04-27 00:39:41",TRK-37481618-dheP,DHL,in_transit
1339,3231,"2024-06-12 07:44:18",TRK-65955798-tOwp,FedEx,in_transit
1340,3232,"2024-12-12 22:50:00",TRK-89430505-EDiD,DHL,in_transit
1341,3234,"2025-01-20 08:28:09",TRK-79089187-WhIQ,USPS,delivered
1342,3237,"2024-06-20 10:41:17",TRK-76387735-iZxc,UPS,in_transit
1343,3239,"2025-03-13 05:19:30",TRK-49791967-xHPp,UPS,in_transit
1344,3241,"2025-01-28 15:06:53",TRK-86874791-ZkSp,DHL,in_transit
1345,3243,"2024-06-22 10:06:11",TRK-16292140-rTKr,UPS,in_transit
1346,3244,"2024-08-20 01:29:47",TRK-24265935-AdUy,FedEx,delivered
1347,3246,"2025-03-12 05:55:46",TRK-74049782-mKnX,DHL,in_transit
1348,3249,"2025-03-17 21:32:41",TRK-38204569-LYGF,DHL,delivered
1349,3251,"2024-10-15 23:22:50",TRK-36460896-PZju,FedEx,in_transit
1350,3252,"2025-05-04 18:09:04",TRK-96252145-fWCf,USPS,delivered
1351,3253,"2024-12-21 21:17:23",TRK-21471951-vgzr,DHL,delivered
1352,3254,"2024-10-23 20:11:24",TRK-18826316-rgmr,DHL,in_transit
1353,3255,"2025-01-29 01:57:43",TRK-52591599-wyNO,DHL,in_transit
1354,3259,"2024-09-19 03:45:28",TRK-56521069-vKzO,UPS,delivered
1355,3265,"2024-05-30 23:17:50",TRK-29869038-AFvy,UPS,delivered
1356,3270,"2024-12-20 15:58:45",TRK-76023409-Gmje,UPS,in_transit
1357,3272,"2024-06-01 08:23:28",TRK-80331251-uEUt,USPS,delivered
1358,3274,"2024-09-08 01:09:11",TRK-04496055-BusC,USPS,in_transit
1359,3275,"2024-12-27 12:43:40",TRK-78056022-DFmU,USPS,delivered
1360,3277,"2024-07-13 13:50:13",TRK-58629633-rJHk,UPS,delivered
1361,3279,"2024-10-21 14:08:58",TRK-41213144-rRpa,FedEx,in_transit
1362,3280,"2024-08-12 14:28:01",TRK-16270058-qFBr,DHL,delivered
1363,3282,"2024-09-14 00:39:30",TRK-67940618-dKqR,FedEx,delivered
1364,3286,"2025-01-25 00:15:26",TRK-75747905-AoMH,FedEx,delivered
1365,3288,"2024-11-14 23:15:08",TRK-86844655-llpe,USPS,delivered
1366,3291,"2025-01-22 00:34:54",TRK-08651549-XvgA,UPS,delivered
1367,3293,"2025-01-23 22:49:42",TRK-07353682-jXlg,FedEx,delivered
1368,3294,"2024-07-11 12:11:24",TRK-50096145-tnGY,UPS,in_transit
1369,3297,"2024-08-20 16:23:11",TRK-18472381-ZiZB,DHL,in_transit
1370,3302,"2024-07-27 13:45:58",TRK-49273622-IcTy,FedEx,in_transit
